title,price,content,url
정품) 새상품 디올 석고 방향제 (코스메틱),가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”를 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
미사용 새상품이나 겉박스는 없어요.
향수를 뿌려서 걸어두면 은은하게 향이 오래가고 인테리어 효과도 좋아요.
빨간리본이 크리스마스 느낌나네요.
판매가 24,000원
***아래 읽어보시고 문의하세요***
직거래xxx, 택배만가능.
택배비별도 3,500원(cj택배).
편의점 반값택배 2,000원(gs만가능)
우체국택배불가.
애눌문의xxx,택포요구xxx
입금후 취소 xxx. 문자만! 전화xxx
교환,환불 xxx. 묶음배송가능.
연락주세요~ 010-676칠-993오",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317188&referrerAllArticles=false
아디디스 원피스 / 타임 TIME 스커트 / 토잉크 toinq line 원피스,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
@ 아디다스 HER STUDIO LONDON 원피스
사이즈 36 M -> 2만원
@ 타임 TIME 레이스블록 스커트
사이즈 55 -> 6만원
@ 토잉크 toinq line 원피스
사이즈 S -> 4만원
개인간 거래로 교환&환불 불가
안심번호or댓글or쪽지주세요.
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317181&referrerAllArticles=false
아웃핏프리미엄 롱원피스 새상품,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
아이랑 사진찍으려고 샀는데 안입고 보관만했어요
옷은 너무예쁘지만 애키우며 입을날이 없어서요
새상품저렴히데려가세요",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317174&referrerAllArticles=false
23s 샤틴 블랏(55),가격 정보 없음,"상태좋구 깔끔하니 세련되고 고급져요
입음 화사하니 넘 예뻐요
문자가 빨라요
010 2685 오오칠일
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317167&referrerAllArticles=false
에셀리아 트위드 자켓 55사이즈 블랙색상입니다,가격 정보 없음,"에셀리아 트위드 자켓 55사이즈
기본핏 스타일 5회 미만 착용 후 보관중으로 컨디션 좋습니다
가단 47-48센치 총장 54센치 입니다",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317164&referrerAllArticles=false
정품) 새상품 디올 석고 방향제 (코스메틱),가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”를 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
미사용 새상품이나 겉박스는 없어요.
향수를 뿌려서 걸어두면 은은하게 향이 오래가고 인테리어 효과도 좋아요.
3가지 모양이고 일괄로만 판매해요.
***아래 읽어보시고 문의하세요***
직거래xxx, 택배만가능.
택배비별도 3,500원(cj택배).
편의점 반값택배 2,000원(gs만가능)
우체국택배불가.
애눌문의xxx,택포요구xxx
입금후 취소 xxx. 문자만! 전화xxx
교환,환불 xxx. 묶음배송가능.
연락주세요~ 010-676칠-993오",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317148&referrerAllArticles=false
카시바디 라이더 양가죽 자켓 블랙색상입니다,가격 정보 없음,"카시바디 양가죽 자켓입니다
라이더스타일로 5회미만 착용후 보관중으로 컨디션 이상없이 좋습니다
44사이즈 표기로
가단 44센치 총장 56센치로 정55사이즈 핏 나옵니다",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317133&referrerAllArticles=false
"미착용) zara 자라 진, 반바지",가격 정보 없음,"구매 후 보관만 한 미착용 상품들이예요.
택배비 별도 3000원입니다.
1.핑크 진 34사이즈
모델이 입은 것처럼 무릎아래 낙낙한 핏이예요.
2. 반바지 s사이즈
3.자라 반바지 38사이즈
4.자라 반바지 36사이즈
한 번 입었어요
8000원
5. 체크 팬츠 XS
미착용. 좀 크게 나온 편이예요. 55사이즈 잘 맞아요.",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317130&referrerAllArticles=false
여성 트레이닝 세트 s ❗️택포❗️,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
여성 트레이닝 세트 s
집에서 시착 1회 상품, 새상품급입니다.
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317129&referrerAllArticles=false
zara 자라 랩 롱가디건 가운 롱가운 롱원피스,가격 정보 없음,"zara 자라 랩 롱가디건 가운 롱가운 롱원피스
s사이즈
총장 128
s사이즈이지만 여유있는핏입니다
묶어서 랩 롱원피스처럼도 착용가능해요
비싸게주고샀는데 급전때문에 후려칩니다
실물이 훨씬예쁘고 안팔리면 그냥 제가입어요
반값택배 1900원추가
급처하는만큼 꼭 구매하실분만
010-9공1일-0구91 문자주세요
팔리는대로 글 바로내립니다",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317074&referrerAllArticles=false
센존 빈티지 니트자켓 세트,가격 정보 없음,"센존 빈티지 니트자켓 세트
6사이즈
민소매니트랑 세트예요.
55-66사이즈예요.",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=1&menuid=356&boardtype=L&articleid=1107317026&referrerAllArticles=false
나이키 여성 레깅스 75라지,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
나이키 우먼 레깅스
사이즈 75라지
운동하려고 구매하고는 한번 아주 잠깐 입었습니다.
상태 매우 좋아요.
옆기장 84cm
18000원 착불입니다.
(일반택배 3500원/gs반값택배 2000원 추가)",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313292&referrerAllArticles=false
시에슬로코튼트라우저스커트 네이비xs,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
실착x
집에서 시착해보고 품었는데
다시 보니 저한텐 짧아서 ..
새상품 그대로 보관했습니다",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313245&referrerAllArticles=false
"블랙 트위드 반팔 원피스 새상품 - 면접룩 하객룩 데이트룩 (정가: 189,000원) 가격내림",가격 정보 없음,"블랙 트위드 반팔 원피스 새상품 - 면접룩 하객룩 데이트룩 (정가: 189,000원)
S사이즈 (44 ~ 마른66)
키 167cm 기준 무릎 길이
입금 준비되면 연락주세요
택배 별도
교환 X
환불 X
반품 X
네고 X
계좌 받고 잠수 타면 신고합니다
택배 발송 후 모든 택배 문제는
택배회사와 직접 연락해주시기바랍니다
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313237&referrerAllArticles=false
아비에무아 플로럴 셔츠 드레스 블랙 1/L -----> 택포 11,가격 정보 없음,"아비에무아 플로럴 셔츠 드레스 블랙 1/L -----> 택포 11
보관만한 새제품이에요
바로 구매하실분만 채팅 주세요",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313230&referrerAllArticles=false
타임 트위드 여름베스트 55~66가능,가격 정보 없음,"1회착용. 새것같은 컨디션.
매장에서 89만원에 구입.
드라이 새로 해놨어요.
55사이즈, 그린색상
총장 65 / 가슴단면 52
✅ 일반택배3600원, gs반값 2000원.
✅ 에눌, 찔러보기 차단, 계좌받고 잠수 신고.
✅ 매너거래 원해요. 노리턴.
✅ 중고인점 감안하시고 제가 발견못한점
있을수 있습니다.
✅ 고민 끝나신 분만 채팅주세요.
#한섬타임 랑방 시스템 마인 SJSJ 마쥬 산드로 코스 미샤 알마니 르베이지 하객룩 등원룩 구호 손정완 럭키슈에뜨 듀엘 iro 마르지엘라 띠어리 더캐시미어 이자벨마랑 토템 오브제 오즈세컨 페이우 보카바카 서쿠키 그레이스유 모조에스핀 아보아보 톰그레이하운드 스튜디오니콜슨 메종마르지엘라 그랑블룸 리파인드 파운더스 르베인 에토스 브랜드뉴욕나인 온드민 딘트 더바넷 모트 온트 모우트 르플레인 르메르
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313214&referrerAllArticles=false
(구입가47만원)모조에스핀 24SS 와이드팬츠 55사이즈(1회착용),가격 정보 없음,"모조에스핀 24SS 와이드팬츠
24년 여름 499.000원에서 5%할인받아 구입
한번입었어요.
현재 아울렛가격 30만원.
공식색상 브라운, 진한 베이지느낌.
55사이즈
총장 98 / 허리단면 35
✅ 일반택배4000원, gs반값 2000원.
✅ 에눌, 찔러보기 차단, 계좌받고 잠수 신고.
✅ 매너거래 원해요. 노리턴.
✅ 중고인점 감안하시고 제가 발견못한점
있을수 있습니다.
✅ 고민 끝나신 분만 채팅주세요.
#한섬타임 랑방 시스템 마인 SJSJ 마쥬 산드로 코스 미샤 알마니 르베이지 하객룩 등원룩 구호 손정완 럭키슈에뜨 듀엘 iro 마르지엘라 띠어리 더캐시미어 이자벨마랑 토템 오브제 오즈세컨 페이우 보카바카 서쿠키 그레이스유 모조에스핀 아보아보 톰그레이하운드 스튜디오니콜슨 메종마르지엘라 그랑블룸 리파인드 파운더스 르베인 에토스 브랜드뉴욕나인 온드민 딘트 더바넷 모트 온트 모우트 르플레인 르메르
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313182&referrerAllArticles=false
"(1회착용,레드색상)한섬 톰그레이하운드 슬리브 스트랩 프린팅 원피스 55사이즈",가격 정보 없음,"한번 입었어요, 새것 같은 컨디션.
레드색상, 55사이즈
팔부분 리본매듭, 가슴 셔링 잡혀 있어요.
총장 100 / 가슴단면 43
✅ 일반택배4000원, gs반값 2000원.
✅ 에눌, 찔러보기 차단, 계좌받고 잠수 신고.
✅ 매너거래 원해요. 노리턴.
✅ 중고인점 감안하시고 제가 발견못한점
있을수 있습니다.
✅ 고민 끝나신 분만 채팅주세요.
#한섬타임 랑방 시스템 마인 SJSJ 마쥬 산드로 코스 미샤 알마니 르베이지 하객룩 등원룩 구호 손정완 럭키슈에뜨 듀엘 iro 마르지엘라 띠어리 더캐시미어 이자벨마랑 토템 오브제 오즈세컨 페이우 보카바카 서쿠키 그레이스유 모조에스핀 아보아보 톰그레이하운드 스튜디오니콜슨 메종마르지엘라 그랑블룸 리파인드 파운더스 르베인 에토스 브랜드뉴욕나인 온드민 딘트 더바넷 모트 온트 모우트 르플레인 르메르
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313141&referrerAllArticles=false
여성반바지 55사이즈 새제품,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”를 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
여성반바지 새제품 입니다. 55사이즈 이고요 입으려고 택만 제거하고 입지않아 판매합니다.세일해서 5만원넘게 주고 구입 반값택포 10,000원에 판매합니다.
연락처 010-9351-6588
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313111&referrerAllArticles=false
훌라 파우스커트,가격 정보 없음,"훌라 댄스 파우스커트
기장72
택배비 별도 4.000원
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313089&referrerAllArticles=false
넘버프로젝트 프레스온리 청바지 판매합니다,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
넘버프로젝트 헤드투토에서 판매하는 프레스온리 청바지 입니다
5/31일에 배송받았으며 택도 안 뗀 새 것 그대로 입니다 사이즈 미스로 판매합니다
사이즈는 S입니다
485,000원에 구매했고 빠른판매 위해 380,000에 판매합니다
김경은대표님 안목으로 픽한 제품으로 스타일리쉬한건 말하지 않아도 잘 아실 것 같아요",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313066&referrerAllArticles=false
블랑쇼 데이지 니트 원피스 스카이블루,가격 정보 없음,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.
※ 등록한 게시글이 회원의 신고를 받거나 이상거래로 모니터링 될 경우 중고나라 사기통합조회 DB로 수집/활용될 수 있습니다.
※ 게시글 내 외부 링크(타 플랫폼 주소, 카카오 오픈채팅 주소 등)을 등록하는 경우, 게시글 삭제 및 서비스 활동 제한 조치를 받을 수 있습니다.
👆 오늘 작성가능한 게시글 수가 부족하다면, 상단에 ""중고나라 앱 다운받기""를 통해서 앱에서 작성해 보세요!
───────────────────
📢 제목에 ""제조사/ 브랜드 명""과 “상품명”을 넣어 작성하면, 보다 빠른 판매가 가능합니다!
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다!
🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨
시착만해본 새상품입니다.
정가 23만원
***아래 읽어보시고 문의하세요***
직거래xxx, 택배만가능.
택배비별도 3,500원(cj택배).
편의점 반값택배 2,000원(gs만가능)
우체국택배불가.
애눌문의xxx,택포요구xxx
입금후 취소 xxx. 문자만! 전화xxx
교환,환불 xxx. 묶음배송가능.
연락주세요~ 010-676칠-993오",https://cafe.naver.com/ArticleRead.nhn?clubid=10050146&page=11&menuid=356&boardtype=L&articleid=1107313022&referrerAllArticles=false
